Name,Created,Tags,Text
卡尔维诺的男爵,"March 21, 2024 10:34 PM",,"　　他看月悄悄跑到夜空乌云掩盖了月
　　他聆听蟋蟀声、哇鸣和鸟类啼叫
　　他跟随大自然四季轮回地耕作
　　他养牛，他种地，他还要大片天空
　　他的脸历经风雨像风干的橘子皮
　　他把八九十年的岁月献给土地
　　他的手饱经沧桑像干瘪的老树根
　　他把灵与肉沉到大地深处
　　他说话声老大老大极似渴望聆听
　　他吵得脸红脖子粗却是跟自己
　　他老重复自己，重复自己，自己的话
　　他重复自己的话直到我都长大
　　他的儿女有七八有死有残有活
　　他的孙辈外孙辈都有十八九
　　他的曾孙辈都有四五也有成年
　　他的内心丰富他太孤独他太寂寞
　　他看着我长大而我看着他变老
　　他的时间把他削瘦，摧倒、风干
　　他只剩骨架丑陋的皮及精气
　　他要告别天堂告别土地告别我们
　　他是谁？他不是谁，他是我身边的老人
　　他就像个精灵像卡尔维诺的男爵
　　他有时候，不知好歹，蛮不讲理，可
　　他就像个孩子，尽管他八九十岁
　　2019.10.30象牙塔·教室

"
眷顾,"March 21, 2024 10:34 PM",,"　　夜莺在唱爱情诗
　　你怎么没有迷恋我
　　我期望的并不多
　　你也知道是吧
　　老天爷没有保佑我
　　俄狄浦斯的宿命
　　任谁也挣脱不了
　　命中注定的挫与磨
　　我渐渐忘记过去
　　渐渐忘记我的姑娘
　　把忧伤遗忘背后
　　把姑娘隐藏在心底
　　2021.3.12象牙塔·钱馆

"
作家的信念,"March 21, 2024 10:34 PM",,"　　生活有太多条条框框
　　不像小说营造的世界虚幻
　　所以我还是想要写作
　　写任何我想要书写的东西
　　写任何我希望书写的它
　　至于什么天赋又或者技巧
　　不重要，重要的是信念
　　在艺术道路上我坚持不懈
　　磨炼技艺时毫不气馁

"
怪胎,"March 21, 2024 10:34 PM",,"　　有些人进入了状态
　　文学或科学
　　干事不是他们自己
　　而是神或怪胎
　　牛顿公开嘲笑胡克
　　鲁迅讽刺顾颉刚
　　陀思妥耶夫斯基
　　还觉老子天下第一
　　精神能量庞大
　　不是偏执狂，也有
　　匪夷所思的怪癖
　　朋友曾说，这些人
　　压根他娘的怪胎
　　2021.4.11象牙塔·崇实

"
凤栖梧,"March 21, 2024 10:34 PM",,"　　传说，很久以前
　　凤凰非梧桐而不栖
　　像子牙孔明那样
　　没有明主他们宁愿
　　做钓者、耕者
　　我所理解的，凤栖梧
　　是与其呼喊凤凰
　　还不如亲自动手
　　栽种大片大片梧桐树
　　没能诱惑凤凰
　　也会收获大片桐树林
　　2019.7.27象牙塔·崇实

"
月亮是媒人,"March 21, 2024 10:34 PM",,"　　注视窗外，思绪飘向夜空
　　月亮月亮看看痴心人儿
　　你把对姑娘的思念化作月光
　　流泻在心上人的脸颊
　　男孩无限情意为今朝别离
　　人生不是生离便是死别
　　心知现实的鸿沟像王母娘娘
　　的发簪把牛郎与织女永隔
　　相逢后，我终于长大成熟
　　我抬头看月亮月亮看你
　　也许你永远不明白那是爱情
　　我愿意相信月亮是媒人
　　把东边曙光染成黎明的颜色
　　像琥珀那样成为永恒
　　让鼻梁闻到窗外飘来的芳香
　　像我们最初相遇的时候
　　你还是那样纯真那样美丽
　　2022.8.3故乡·大堡村

"
祖孙三代,"March 21, 2024 10:34 PM",,"　　我爷爷一辈子，就是
　　两座山之间种地
　　我爸爸一辈子，就是
　　一条河沿岸修房子
　　我呢？我一辈子在哪
　　想到这就想起书房
　　书房是我耕耘的土地
　　也是我栖息的乐园
　　骨子深处继承了
　　农民庄稼汉的坚韧
　　一辈子都在那儿耕耘
　　忘记全世界
　　还不在乎荣辱
　　2020.6.9象牙塔·钱馆

"
野草的十五行诗歌,"March 21, 2024 10:34 PM",,"　　初秋的风早已经离开，冬天的心腹了。
　　还在这儿，这就好像滔滔不绝的人们，
　　说了许多话后，又还有什么话可以说？
　　什么也不想提，可人们依旧还在那儿。
　　在生命的彼岸，那儿有好些停泊的船，
　　那些船儿里有迷人的野草，深情歌唱。
　　闲花、棋子与山峰，忘我般迷恋彩云。
　　然而，云彩听不见，野草深情的歌声。
　　野草曾想，耀眼的流星都会转瞬成空，
　　这就好像是，他也明白阴霾注定消散。
　　物依旧，人依旧，心境却不再有……
　　秋草开了黄花，野草虽然叫不出名字。
　　可是，那已经不重要，这就像梦醒了。
　　虽然吓了我几跳，可是还在半夜的我，
　　除了继续睡觉，没什么可为，不是么？

"
时机成熟了,"March 21, 2024 10:34 PM",,"　　冬天啊，它没有花朵怒放
　　有的是落寞的背影走在路上
　　我呢想趁着这个时候
　　把自己的根深深扎进土壤
　　疯狂地汲取养料
　　有多少清晨有多少夜晚
　　白天与黑夜同样努力
　　保持自我的同时融入社会
　　把缺点隐藏不算欺骗
　　我还是要到人间求生存
　　这段时间，根据观察
　　出山的时机成熟了

"
秋风,"March 21, 2024 10:34 PM",,"　　几阵秋雨几阵凉
　　几阵秋风吹走了太阳
　　路边红苕叶枯萎
　　种地老农在挖
　　路边的高粱啊快红了
　　很快会有人来折走
　　路边的苞谷杆也黄了
　　有种地老农在掰
　　老哥儿天天运球到坳上
　　瞧见坝上水稻弯曲
　　很快会有人来这打谷子
　　几阵秋风吹走了太阳
　　老哥回不到从前
　　秋风啊秋风你走吧
　　吹走少年的太阳
　　2019.8.2象牙塔·钱馆

"
认知,"March 21, 2024 10:34 PM",,"　　我不管你的行为
　　不知怎样管你才对
　　因为我从来没有遇到过
　　像你这样的人
　　你脑里想的脱离人群
　　让老师都看不明白
　　也许，认知层面不同
　　没有人可以教你
　　我希望，将来某天
　　你的学识超过我认识的
　　所有人且有所建树

"
十八岁的精神初恋,"March 21, 2024 10:34 PM",,"　　我就知道，用力用心表达爱意。
　　却不明白，呵护照顾彼此……
　　多年以后，我翻看泛黄的日记：
　　我十八岁喜爱的那个姑娘，
　　曾是我的精神初恋，她很美。
　　那时候，我们都还是孩子。
　　我就是想和你看场电影啊 ，
　　我就是想和你约图书馆啊，
　　我就是想请你吃冰淇淋……
　　可你，为什么，为什么要这样？
　　这些年，你的容颜我模糊了。
　　可我偶有想起你的时候……
　　彻底失去你以后，我才发现：
　　我曾是多么多么，真心爱你。
　　我们没有牵手，也没有拥抱。
　　我却认为，你是我的精神初恋。

"
萤火虫,"March 21, 2024 10:34 PM",,"　　雨天，我背莎士比亚
　　踩着小水潭飞奔
　　就在梧桐树间我发现
　　萤火虫是你的眼泪
　　却唱出我的忧伤
　　你勾魂、吸允我的血
　　留下泛黄的诗稿
　　像庄周梦蝴蝶。蝶儿说
　　不是你梦见我
　　而是我闯进了你的梦
　　是的，我没选文学
　　文学自己选了我
　　我就是灵气的孩童
　　畅游在文学世界
　　花儿美，心儿期待
　　像萤火虫在飞
　　2020.12.13象牙塔·钱馆

"
缪斯女神,"March 21, 2024 10:34 PM",,"　　艺术是艺术家的修行
　　每天都要前进
　　然后，耐心些再耐心
　　在孤寂中等来缪斯
　　缪斯是艺术家的女神
　　还是我们永远滴神
　　她没有来或即便走了
　　我还是会在原地
　　打通二脉化身为神
　　在那些高光的时刻
　　女神轻推着春风
　　春风温柔般抚摸我
　　2020.9.14象牙塔·钱馆

"
爱情,"March 21, 2024 10:34 PM",,"　　爱情啊爱情
　　你的力量无穷大
　　激励着少年
　　相信诗歌与理想
　　去创造奇迹
　　得不到满足就要
　　鲜花、掌声跟欣赏
　　还有多数人肯定
　　女孩依旧那般温柔
　　可，我不再是我
　　轻柔的岁月悠悠
　　是爱情啊爱情
　　即使走远也请你带
　　走我对你的期许
　　2021.3.31象牙塔·崇实

"
别了少年,"March 21, 2024 10:34 PM",,"　　我已不是少年
　　可以把喜欢挂在嘴边
　　有时，我很想你
　　却只能让思念
　　无情折磨我的内心
　　我呼唤青春，呼唤
　　曾荒唐的少年
　　还在殿堂修炼
　　想把自己藏在你心底
　　透过玻璃窥探内心
　　语言化作春泥
　　落入潮水般的思念
　　别了青春别了少年
　　别了心上人
　　2020.11.29象牙塔·钱馆

"
浮云不值忧伤,"March 21, 2024 10:34 PM",,"　　路边那株紫槿吐露芳华
　　悄悄告诉我风吹你
　　那是我的思念在轻吻你
　　昨晚夜深忽梦少年事
　　我已没有理由悲伤
　　为几片浮云也不值忧愁
　　黑夜遮盖了我的眼
　　光明还在明天等待前行
　　从野草身边清风小跑过去
　　我的目光落到那儿
　　此刻野草舒展着像在笑
　　没人也会唱出歌
　　2019.7.31象牙塔·崇实

"
击败那些时的自己,"March 21, 2024 10:34 PM",,"　　有些人真的不再遇见，或许
　　那种意义彻底消失。突然间
　　闯进生活带来了，某种意义
　　然后以各种理由离开或不见
　　凡事成就了回忆，就连虚假
　　也那样真实。活生生地真实
　　即使拥抱，终究也守护不了
　　还不如，全心全意变好再见
　　也许你已离开，可我还记得
　　我还记得，那个静谧的夜晚
　　采撷夜空里的红晕，与星星
　　送给你作离别的礼物，不见
　　不见，再也不见，我记着你
　　永远记着你，即使忘记所有
　　我的朋友也就是我写的日记
　　也会帮助我记住你的，就像
　　我曾想要死死抓住你，就像
　　我曾想要用文字记录那记忆
　　从那以后，我疯狂读书码字
　　我要击败那些时候里的自己

"
毕业礼物,"March 21, 2024 10:34 PM",,"　　书页上停留温存的灵魂
　　似有生命与我相连
　　借以慰籍渴望歇息的魂
　　朋友啊朋友你明白：
　　大学天堂的岁月
　　恍恍惚惚以为活在梦里
　　青春那么华美还迷幻
　　那些荒唐任性的岁月
　　唱着歌谣和我悄悄诉说
　　无愧是岁月给你的礼物
　　没有爱情没有遗憾
　　让心灵找到栖息的场所
　　觉得兜兜转转回到原点
　　可你已破茧以新姿态出发
　　你会像蝴蝶翩翩起舞
　　你会像先知，仰望星空
　　也像老牛脚踏实地
　　2022.7.7象牙塔·钱馆

"
爱，这奢侈的东西,"March 21, 2024 10:34 PM",,"　　你爱不爱我，答案从未改变
　　就算，再回首，我已泪流满面
　　可我爱的那个人，仍旧是你
　　时光流过，青春独有白痴？
　　或许，花落了，没有爱憎了
　　有的，只是可以表达的爱
　　成年人的爱憎，无须表达
　　哪怕就是爱，也要懂得克制
　　何必要，爱，这奢侈的东西
　　左右摇晃，跌跌撞撞追寻爱情
　　最终，还是那样，何必要？
　　爱，这奢侈的东西，为什么？
　　只因，爱或者喜欢，不重要
　　若心意都知晓，还需要点破？
　　爱，这奢侈的东西，何必要
　　该有的，总有，强求，也没有
　　你敢赌青春，那你的心，也要服输
　　既然，这奢侈的东西，得不到
　　何必再要，爱，这奢侈的东西？！

"
遗憾,"March 21, 2024 10:34 PM",,"　　有种情愫叫痴心
　　有种感情它是爱情
　　还有种念想
　　我们习惯叫，遗憾
　　遗憾我没有说
　　我爱你我喜欢你
　　遗憾我没有说
　　我想你牵挂着你
　　2019.9.7象牙塔·钱馆

"
长相思,"March 21, 2024 10:34 PM",,"　　我让文字编织虚幻人生
　　然而温柔仅是谎言
　　我以为，我不再是少年
　　不再为火热诗句感动
　　回想起那些岁月
　　我的眼泪止不住外流
　　青春啊你怎么这样
　　你让女孩给我埋下种子
　　让女孩给我梦想
　　却让她的背影远去
　　你像流蜜的莎士比亚
　　长相思摧我心肝
　　孕育出丰满的爱情厮守
　　2021.4.26象牙塔·钱馆

"
